Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a1,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:w6,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i7,00:1a:cs:a0:de:10,00:1a:ac:a0:de:f4,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:d7,00:1a:ac:a0:de:d9,88:36:6c:ef:d6:d4,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:d2,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:j4,64:e5:99:2c:a4:7e,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5
2021.02.11 123827,49.0,13.0,28.46018659292036,7.995809351327434,-20.98290589380531,-0.09805687876637169,0.3912458371681416,9.75373182743363,0.004684607465486727,-0.005602291262716814,0.00016184456991150445,-0.040089639249892325,0.009993226306030773,-1.2674205661874958,1017.4897951327433,-71.0,-70.0,-100.0,-83.0,-57.0,-75.0,-57.0,-57.0,-58.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-71.0,-100.0,-100.0,-57.0,-87.0,-100.0,-75.0,-100.0,-70.0,-84.0,-100.0,-58.0,-100.0,-100.0,-100.0,-53.0,-45.0,-77.0,-74.0,-70.0,-100.0,-100.0,-85.0,-100.0,-100.0,-90.0,-100.0,-100.0,-78.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-87.0,-94.0,-87.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 123954,50.0,16.0,-3.5216805271028035,21.168290878504674,-17.96000176635514,-0.09262795818411215,0.2533528904672897,9.764537182242993,0.007681289386728971,-0.004507859353271027,-0.0002917398017757016,-0.02592193122918356,0.009495184213362562,0.168845299318015,1017.5555898130841,-58.0,-74.0,-100.0,-71.0,-47.0,-61.0,-57.0,-60.0,-50.0,-100.0,-77.0,-100.0,-69.0,-100.0,-100.0,-52.0,-79.0,-100.0,-58.0,-77.0,-100.0,-69.0,-100.0,-58.0,-76.0,-100.0,-58.0,-100.0,-100.0,-100.0,-70.0,-61.0,-75.0,-67.0,-83.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-71.0,-100.0,-100.0,-77.0,-100.0,-72.0,-100.0,-100.0,-81.0,-89.0,-100.0,-100.0,-100.0,-70.0,-100.0,-71.0,-100.0,-100.0,-76.0,-100.0,-71.0,-100.0,-83.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-82.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124006,50.0,17.0,-3.503315347787611,21.600653964601772,-18.674306592920352,-0.14138590349557523,0.4022514290265487,9.754620075221238,0.005917690014185841,-0.001709279062424779,-0.00012633563339823034,-0.04118777331854913,0.014484465509587114,0.16728248671356555,1017.5923607964603,-59.0,-80.0,-57.0,-76.0,-52.0,-100.0,-56.0,-58.0,-100.0,-100.0,-75.0,-100.0,-61.0,-100.0,-100.0,-42.0,-69.0,-100.0,-57.0,-74.0,-100.0,-61.0,-100.0,-42.0,-70.0,-100.0,-57.0,-100.0,-100.0,-100.0,-77.0,-55.0,-100.0,-72.0,-86.0,-100.0,-100.0,-69.0,-83.0,-100.0,-100.0,-100.0,-100.0,-69.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-69.0,-84.0,-100.0,-100.0,-100.0,-68.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124018,50.0,18.0,-4.7386213172727265,23.439973836363638,-16.24433255,-0.20059520702181824,0.3219571853636363,9.758180245454547,0.006596762917454546,-0.0025814726184545454,7.810876241818165e-05,-0.032977282425219315,0.02054310782669658,0.2086642770604654,1017.6313057272728,-70.0,-75.0,-53.0,-69.0,-50.0,-56.0,-58.0,-61.0,-100.0,-100.0,-80.0,-100.0,-58.0,-100.0,-100.0,-42.0,-75.0,-100.0,-55.0,-80.0,-100.0,-62.0,-100.0,-42.0,-76.0,-100.0,-57.0,-100.0,-100.0,-100.0,-81.0,-65.0,-85.0,-69.0,-88.0,-81.0,-100.0,-63.0,-80.0,-100.0,-73.0,-100.0,-100.0,-65.0,-100.0,-76.0,-100.0,-100.0,-74.0,-100.0,-68.0,-89.0,-100.0,-64.0,-81.0,-100.0,-100.0,-100.0,-66.0,-100.0,-77.0,-100.0,-100.0,-75.0,-100.0,-74.0,-88.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-83.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124030,50.0,19.0,-12.474821808411216,20.099631794392522,-6.8171527476635525,-0.09722466404205608,0.5285620156074766,9.750882845794392,-0.00012767992004672854,-0.0029471071921495333,0.0017104938164485982,-0.05414971458577659,0.009986714561683053,0.5504295491726598,1017.6700553271028,-66.0,-80.0,-59.0,-71.0,-52.0,-59.0,-60.0,-69.0,-62.0,-100.0,-63.0,-100.0,-67.0,-100.0,-100.0,-39.0,-75.0,-100.0,-67.0,-63.0,-100.0,-69.0,-100.0,-39.0,-74.0,-100.0,-67.0,-100.0,-100.0,-100.0,-83.0,-61.0,-100.0,-100.0,-87.0,-82.0,-100.0,-59.0,-85.0,-100.0,-77.0,-100.0,-100.0,-64.0,-100.0,-76.0,-100.0,-100.0,-74.0,-100.0,-68.0,-89.0,-100.0,-60.0,-86.0,-100.0,-100.0,-100.0,-65.0,-100.0,-75.0,-100.0,-100.0,-76.0,-100.0,-100.0,-90.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-79.0,-84.0,-82.0,-100.0,-75.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124053,48.0,19.0,11.846331640186914,-20.68845629906542,-13.700204700934579,-0.16027813619158882,0.2412184303009345,9.758134336448599,-6.514061315887882e-05,-0.0044674010933644865,0.001095531004579439,-0.024717407243404595,0.016356947661538477,-2.6225554452878295,1017.6694394392523,-73.0,-83.0,-66.0,-84.0,-56.0,-70.0,-67.0,-60.0,-71.0,-100.0,-79.0,-100.0,-73.0,-87.0,-100.0,-58.0,-72.0,-100.0,-65.0,-79.0,-100.0,-100.0,-86.0,-57.0,-72.0,-100.0,-65.0,-100.0,-100.0,-100.0,-68.0,-60.0,-83.0,-82.0,-87.0,-100.0,-77.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-75.0,-100.0,-100.0,-83.0,-100.0,-77.0,-88.0,-78.0,-72.0,-75.0,-100.0,-100.0,-100.0,-58.0,-100.0,-75.0,-100.0,-100.0,-83.0,-100.0,-77.0,-88.0,-89.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-74.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-76.0,-100.0,-100.0,-78.0,-100.0,-91.0,-92.0,-93.0,-90.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124104,48.0,18.0,7.507544292727271,-19.878633572727267,-15.715900199999998,-0.10623120847238181,0.05902869475872728,9.763268413636364,0.0026790350614727273,-0.0033384397160909083,0.0051438791166363625,-0.006024878075971726,0.010879884958062122,-2.786450841210105,1017.681135818182,-74.0,-86.0,-75.0,-79.0,-59.0,-68.0,-62.0,-70.0,-62.0,-90.0,-100.0,-100.0,-72.0,-100.0,-100.0,-69.0,-85.0,-100.0,-69.0,-100.0,-100.0,-71.0,-100.0,-69.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-65.0,-84.0,-100.0,-83.0,-100.0,-83.0,-69.0,-70.0,-100.0,-76.0,-100.0,-100.0,-67.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-83.0,-69.0,-70.0,-100.0,-100.0,-100.0,-67.0,-100.0,-82.0,-100.0,-100.0,-80.0,-100.0,-80.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-91.0,-73.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0
2021.02.11 124115,48.0,17.0,5.377796423853211,-23.68802562385321,-15.913319091743121,-0.12542196009174314,0.3163400288990826,9.764250935779815,0.0007737217294495404,-0.002581431978018349,0.002622592731834862,-0.03237852944197863,0.0128165988589064,-2.921767440410929,1017.7248833944956,-70.0,-84.0,-72.0,-80.0,-59.0,-71.0,-59.0,-63.0,-100.0,-89.0,-74.0,-100.0,-79.0,-87.0,-100.0,-58.0,-82.0,-100.0,-68.0,-100.0,-100.0,-78.0,-100.0,-59.0,-82.0,-100.0,-68.0,-100.0,-100.0,-100.0,-74.0,-59.0,-82.0,-100.0,-84.0,-86.0,-100.0,-79.0,-76.0,-100.0,-83.0,-100.0,-100.0,-66.0,-100.0,-83.0,-100.0,-100.0,-86.0,-100.0,-79.0,-100.0,-100.0,-79.0,-76.0,-100.0,-100.0,-100.0,-67.0,-100.0,-82.0,-100.0,-100.0,-85.0,-100.0,-81.0,-100.0,-100.0,-83.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-93.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-82.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0
2021.02.11 124137,48.0,15.0,0.6410034769220591,-30.607544470588227,-18.341439019607844,-0.096210541597451,0.26314244279411764,9.765077784313727,0.003367017351166666,-0.005885304653323529,-0.0013071701743137259,-0.026959483470658126,0.009864927914082574,-1.5245399101107728,1017.8013601960783,-77.0,-100.0,-76.0,-100.0,-59.0,-66.0,-69.0,-55.0,-73.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-72.0,-85.0,-100.0,-100.0,-100.0,-70.0,-81.0,-100.0,-71.0,-100.0,-100.0,-100.0,-76.0,-58.0,-85.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-72.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-96.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124159,48.0,13.0,9.826834954545456,-29.68574685454545,-19.746822118181818,-0.06406130816700001,0.4885721972727272,9.753656186363633,0.003328837681727272,-0.0012329728997454543,0.005317126356454546,-0.05004908862439064,0.006606812242534909,-2.8153476910157638,1017.8734147272728,-78.0,-86.0,-74.0,-100.0,-64.0,-77.0,-79.0,-64.0,-75.0,-92.0,-85.0,-100.0,-83.0,-100.0,-100.0,-67.0,-82.0,-100.0,-75.0,-85.0,-100.0,-83.0,-100.0,-68.0,-83.0,-100.0,-75.0,-100.0,-100.0,-100.0,-84.0,-68.0,-100.0,-100.0,-85.0,-100.0,-100.0,-81.0,-88.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-89.0,-100.0,-100.0,-100.0,-66.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124211,49.0,13.0,26.28565745045045,1.2008880197207206,-18.06170209009009,0.04772558648648648,0.5146093913513514,9.76405618018018,0.005537974698468468,-0.004595652242702702,0.0063675354556756774,-0.05262086859291734,-0.004879542827070122,-1.4897286730843622,1017.8768028828827,-79.0,-100.0,-59.0,-83.0,-54.0,-69.0,-66.0,-55.0,-60.0,-79.0,-78.0,-100.0,-71.0,-100.0,-100.0,-60.0,-78.0,-100.0,-69.0,-78.0,-100.0,-71.0,-100.0,-61.0,-79.0,-100.0,-71.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-81.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-85.0,-80.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-85.0,-75.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0
2021.02.11 124225,50.0,13.0,2.915365714814815,16.40437175462963,-14.061412708333334,-0.03921517181313888,0.5581250115740741,9.760425314814816,0.005239708148981481,-0.0046659171488888885,-0.0019648082439444443,-0.05710351655121751,0.0040658808325638625,-0.1645633785261048,1017.8730566666666,-74.0,-83.0,-75.0,-82.0,-64.0,-60.0,-64.0,-68.0,-100.0,-100.0,-80.0,-100.0,-73.0,-100.0,-100.0,-68.0,-64.0,-90.0,-69.0,-79.0,-100.0,-74.0,-100.0,-68.0,-64.0,-89.0,-69.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-74.0
2021.02.11 124236,50.0,14.298136645962733,2.3041621614906833,18.42845559006211,-11.770967152173911,0.10502553545341614,0.25223701866459625,9.758089932298136,-0.008185006683975154,0.006989298457639752,-0.04014219253006211,-0.02630676474218422,-0.011457104569126356,-0.13236855762079355,1017.8972014374998,-74.0,-100.0,-79.0,-87.0,-67.0,-74.0,-76.0,-62.0,-100.0,-100.0,-85.0,-100.0,-81.0,-100.0,-100.0,-71.0,-77.0,-100.0,-76.0,-85.0,-100.0,-80.0,-100.0,-71.0,-77.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-89.0,-100.0,-100.0,-100.0,-80.0,-91.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-88.0,-92.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 124404,50.0,21.0,-0.41317691290566033,25.900327537735848,-18.67895259433962,0.03767140578396227,0.2660683560377358,9.75488979716981,0.0015782142126415104,-0.0031375166688679245,0.000497887764245283,-0.027275620050341693,-0.003861624179029044,0.012960497561440234,1018.0975597169812,-74.0,-100.0,-100.0,-100.0,-60.0,-76.0,-67.0,-51.0,-100.0,-100.0,-67.0,-100.0,-76.0,-100.0,-100.0,-66.0,-68.0,-100.0,-66.0,-73.0,-100.0,-76.0,-100.0,-69.0,-68.0,-89.0,-66.0,-100.0,-100.0,-100.0,-90.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-80.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-84.0
